BASE	seeds=96,ops=30	exit 0	历史 96 段：跑完 45、以已知红收尾 {0: 50, 1: 1}、新发现 0；根环转过一圈的 62 段；最高 txg 37		失败原因：	抬 F 回收到落点 31 次、共回收 852 个落点；复用已释放的记录 234 条（其中跨度变了 52 条）；已释放的记录被删 4 条	24.0s
BASE	seeds=96,ops=20	exit 101	历史 96 段：跑完 86、以已知红收尾 {0: 10}、新发现 0；根环转过一圈的 18 段；最高 txg 28		失败原因：复用时一条被罩住的已释放记录都没删过	抬 F 回收到落点 15 次、共回收 440 个落点；复用已释放的记录 68 条（其中跨度变了 18 条）；已释放的记录被删 0 条	10.5s
BASE	seeds=96,ops=25	exit 0	历史 96 段：跑完 64、以已知红收尾 {0: 31, 1: 1}、新发现 0；根环转过一圈的 45 段；最高 txg 33		失败原因：	抬 F 回收到落点 26 次、共回收 671 个落点；复用已释放的记录 136 条（其中跨度变了 36 条）；已释放的记录被删 2 条	9.9s
BASE	seeds=96,ops=35	exit 0	历史 96 段：跑完 34、以已知红收尾 {0: 61, 1: 1}、新发现 0；根环转过一圈的 67 段；最高 txg 40		失败原因：	抬 F 回收到落点 32 次、共回收 858 个落点；复用已释放的记录 272 条（其中跨度变了 62 条）；已释放的记录被删 8 条	11.6s
BASE	seeds=96,ops=40	exit 0	历史 96 段：跑完 29、以已知红收尾 {0: 66, 1: 1}、新发现 0；根环转过一圈的 69 段；最高 txg 41		失败原因：	抬 F 回收到落点 33 次、共回收 903 个落点；复用已释放的记录 310 条（其中跨度变了 68 条）；已释放的记录被删 10 条	12.7s
BASE	first=96,seeds=96,ops=30	exit 101	历史 96 段：跑完 52、以已知红收尾 {0: 43, 1: 1}、新发现 0；根环转过一圈的 59 段；最高 txg 37		失败原因：复用时一条被罩住的已释放记录都没删过	抬 F 回收到落点 36 次、共回收 791 个落点；复用已释放的记录 174 条（其中跨度变了 64 条）；已释放的记录被删 0 条	15.9s
BASE	first=192,seeds=96,ops=30	exit 0	历史 96 段：跑完 48、以已知红收尾 {0: 47, 1: 1}、新发现 0；根环转过一圈的 66 段；最高 txg 40		失败原因：	抬 F 回收到落点 42 次、共回收 1053 个落点；复用已释放的记录 192 条（其中跨度变了 58 条）；已释放的记录被删 8 条	19.5s
BASE	first=288,seeds=96,ops=30	exit 0	历史 96 段：跑完 57、以已知红收尾 {0: 38, 1: 1}、新发现 0；根环转过一圈的 55 段；最高 txg 40		失败原因：	抬 F 回收到落点 31 次、共回收 917 个落点；复用已释放的记录 180 条（其中跨度变了 62 条）；已释放的记录被删 10 条	16.9s
BASE	first=384,seeds=96,ops=30	exit 0	历史 96 段：跑完 54、以已知红收尾 {0: 41, 1: 1}、新发现 0；根环转过一圈的 61 段；最高 txg 37		失败原因：	抬 F 回收到落点 35 次、共回收 1060 个落点；复用已释放的记录 184 条（其中跨度变了 62 条）；已释放的记录被删 4 条	12.8s
BASE	first=480,seeds=96,ops=30	exit 0	历史 96 段：跑完 50、以已知红收尾 {0: 46}、新发现 0；根环转过一圈的 62 段；最高 txg 40		失败原因：	抬 F 回收到落点 41 次、共回收 896 个落点；复用已释放的记录 202 条（其中跨度变了 68 条）；已释放的记录被删 8 条	17.2s
BASE	wf=56/12/12/10/4/4/2	exit 0	历史 96 段：跑完 47、以已知红收尾 {0: 47, 1: 2}、新发现 0；根环转过一圈的 59 段；最高 txg 39		失败原因：	抬 F 回收到落点 27 次、共回收 772 个落点；复用已释放的记录 214 条（其中跨度变了 46 条）；已释放的记录被删 4 条	16.2s
BASE	wf=48/20/12/10/4/4/2	exit 0	历史 96 段：跑完 51、以已知红收尾 {0: 43, 1: 2}、新发现 0；根环转过一圈的 56 段；最高 txg 36		失败原因：	抬 F 回收到落点 34 次、共回收 830 个落点；复用已释放的记录 210 条（其中跨度变了 52 条）；已释放的记录被删 8 条	15.6s
BASE	wf=52/16/8/14/4/4/2	exit 0	历史 96 段：跑完 55、以已知红收尾 {0: 38, 1: 3}、新发现 0；根环转过一圈的 53 段；最高 txg 36		失败原因：	抬 F 回收到落点 29 次、共回收 768 个落点；复用已释放的记录 238 条（其中跨度变了 54 条）；已释放的记录被删 6 条	15.3s
BASE	wf=52/16/16/6/4/4/2	exit 0	历史 96 段：跑完 44、以已知红收尾 {0: 52}、新发现 0；根环转过一圈的 67 段；最高 txg 41		失败原因：	抬 F 回收到落点 36 次、共回收 1049 个落点；复用已释放的记录 292 条（其中跨度变了 88 条）；已释放的记录被删 14 条	14.5s
BASE	wc=80/12/8	exit 0	历史 96 段：跑完 39、以已知红收尾 {0: 56, 1: 1}、新发现 0；根环转过一圈的 69 段；最高 txg 37		失败原因：	抬 F 回收到落点 34 次、共回收 945 个落点；复用已释放的记录 232 条（其中跨度变了 50 条）；已释放的记录被删 4 条	14.2s
BASE	wc=60/32/8	exit 0	历史 96 段：跑完 46、以已知红收尾 {0: 49, 1: 1}、新发现 0；根环转过一圈的 60 段；最高 txg 40		失败原因：	抬 F 回收到落点 32 次、共回收 890 个落点；复用已释放的记录 242 条（其中跨度变了 54 条）；已释放的记录被删 4 条	16.9s
BASE	seeds=128,ops=30	exit 0	历史 128 段：跑完 66、以已知红收尾 {0: 61, 1: 1}、新发现 0；根环转过一圈的 81 段；最高 txg 37		失败原因：	抬 F 回收到落点 45 次、共回收 1181 个落点；复用已释放的记录 316 条（其中跨度变了 78 条）；已释放的记录被删 4 条	21.2s
BASE	seeds=64,ops=30	exit 0	历史 64 段：跑完 32、以已知红收尾 {0: 32}、新发现 0；根环转过一圈的 41 段；最高 txg 35		失败原因：	抬 F 回收到落点 23 次、共回收 579 个落点；复用已释放的记录 134 条（其中跨度变了 40 条）；已释放的记录被删 2 条	10.1s
R121	seeds=96,ops=30	exit 101	历史 96 段：跑完 44、以已知红收尾 {0: 49, 1: 1}、新发现 2；根环转过一圈的 62 段；最高 txg 37	新发现 CheckerViolations { invariants: ["I-5.4"] }：第一个种子 54（同签名的种子 [54, 69]），在 Operation(22)（Some(PublishOverwrite)）之后 ; 新发现 CheckerViolations { invariants: ["I-5.4"] }：第一个种子 54（同签名的种子 [54, 69]），在 Operation(22)（Some(PublishOverwrite)）之后	失败原因：「已知红」清单外的失败（新发现）	抬 F 回收到落点 31 次、共回收 852 个落点；复用已释放的记录 204 条（其中跨度变了 52 条）；已释放的记录被删 0 条	31.6s
